transaction_id,user_id,amount,timestamp,city,merchant_id,refund_flag,device_id,ip_address,hour,txn_hour,high_freq_flag,month,refund_heavy_flag,shared_device_flag,avg_amount,amount_spike_flag,risk_score
f124391b-b87b-474a-8d6f-ac0f46c1a365,6951,4306.7,2024-10-30 13:48:00,Walkerburgh,2a541c1f-5385-42ea-ad17-74926ef4e004,1,db6885a6-2a37-4732-b676-d67f032c58ea,187.55.184.179,13,2024-10-30 13:00:00,0,2024-10,0,0,3536.9500000000003,0,5
09ebfe32-58cc-45d8-a2c2-725800bca416,3286,4889.4,2024-10-30 17:30:30,Benjaminside,e2f59b9e-8cfa-43d0-b5db-b6d274b80c44,1,5cf81a4f-3891-4be3-bcc7-d5ca5523fe92,186.136.186.128,17,2024-10-30 17:00:00,0,2024-10,0,0,3438.7675,0,5
5a8d71dd-df0c-4196-ba87-1d795a1e6549,2921,2172.96,2024-10-30 23:25:19,Elainefurt,8ea83138-b670-4db7-b6f4-22d563a5870c,1,dcfe964e-6df1-4448-8c6e-76b761d464c7,38.203.225.108,23,2024-10-30 23:00:00,0,2024-10,0,0,2884.5166666666664,0,5
4460de0b-6373-4db7-8e76-0f3e8cb9472c,3157,1801.94,2024-10-31 03:57:28,Ashleyborough,b4c87144-b8e1-4189-a65c-33824b55eb76,1,13a3d414-29ab-4e01-8e1b-78e8bed9cba1,191.127.18.219,3,2024-10-31 03:00:00,0,2024-10,0,0,3837.593333333333,0,7
4810a923-0e80-49ff-98fa-b6075bd10f68,2289,3769.18,2024-10-31 14:59:56,West Parker,97993e29-4e50-46d1-bd18-e83b031b06f1,1,c191bcd5-b7b8-4d34-b7c1-48b67e36e65e,5.160.112.63,14,2024-10-31 14:00:00,0,2024-10,0,0,3449.0025,0,5
19c01ea7-72b1-4174-953c-dffa4cf12107,9958,2337.53,2024-10-31 18:53:44,East Steven,8ff1ed6e-ccd8-47d3-a5cc-ab65a9ae73c9,1,3c262324-d7b4-4bec-8ab9-9b91bcc05340,68.197.139.216,18,2024-10-31 18:00:00,0,2024-10,0,0,2596.91,0,5
f0be524c-b0ac-46ee-a2a8-d37bc126a8bc,7846,4680.04,2024-11-01 03:05:04,Hillshire,5101df99-894a-404a-92da-20693209850f,1,29329b62-bd5b-4e53-afe5-cc262a0c8990,132.33.163.221,3,2024-11-01 03:00:00,0,2024-11,0,0,2820.2766666666666,0,7
ea7e1526-eeef-42ce-bc19-a2e8cec248be,6742,4931.01,2024-11-01 04:50:29,West Michelle,9cdc4387-62a6-472d-a5dc-0965263e72ee,1,0f21cc9d-a7c5-437c-b73f-24324375012b,119.20.190.223,4,2024-11-01 04:00:00,0,2024-11,0,0,3188.25,0,7
eeb49ab3-a4a5-4e1c-ad5a-11e1192f517d,4467,1067.78,2024-11-01 18:36:00,Julieport,0b133e6e-e73d-4cd9-9acf-b01b729dad39,1,ffbed886-7cc8-47b5-95a7-bb24ffa0aa14,211.36.140.22,18,2024-11-01 18:00:00,0,2024-11,0,0,1961.69125,0,5
deec8f49-085d-430b-bec4-c937eaff7c3f,1689,4928.86,2024-11-01 23:25:35,Allenshire,7f31f512-53d2-4901-98e1-1569e1cb338b,1,b64ec6dc-9b68-4825-8e77-b726ad21fb5d,67.163.153.106,23,2024-11-01 23:00:00,0,2024-11,0,0,4089.8075,0,5
d58ee0fb-ccfa-47e4-98d8-5576c3818895,2612,2571.7,2024-11-02 00:09:55,Ruizbury,a8d52077-0f48-4207-89e1-205f950a1b23,1,9fa50790-27e3-4b20-b1bb-248982d7c0c1,124.205.220.40,0,2024-11-02 00:00:00,0,2024-11,0,0,2126.5983333333334,0,5
3795b2a7-74d6-4a9b-a61b-8fe5b7bdc49f,6823,3340.67,2024-11-02 03:05:51,East Charlottefurt,631ba12f-10cc-4971-b75f-ce870780db15,1,f10ced6e-f9ed-4f21-b31d-108472a2a613,79.219.67.63,3,2024-11-02 03:00:00,0,2024-11,0,0,2869.21,0,7
38f9aaa8-b9ff-4ffa-befc-2c6295045c90,4735,4647.26,2024-11-02 07:04:53,New Cheryl,9e41d108-b8b3-4d07-b464-c48d6aee4586,1,f52d960d-d509-401c-b2e0-f20992e3443c,78.65.16.177,7,2024-11-02 07:00:00,0,2024-11,0,0,2492.307142857143,0,5
de37da43-a633-43da-b288-1f5513570b98,4859,1435.4,2024-11-02 14:16:27,Pettybury,250a69a7-1703-4634-b096-0c4017a2a6d3,1,8f444854-bd3f-43ca-bfec-c3c77c163fca,17.179.11.36,14,2024-11-02 14:00:00,0,2024-11,0,0,2471.0,0,5
b118ab70-d5d2-46d1-9dc1-8010fa7ca4ae,3858,4961.55,2024-11-02 14:34:13,West Brandonborough,4fe183fc-f37c-4fc6-82c7-ba5566b518b7,1,70bb724c-733d-42e8-8c49-439da8330b34,34.130.233.71,14,2024-11-02 14:00:00,0,2024-11,0,0,4144.647999999999,0,5
61ce1733-46dc-4378-9475-c76848b36346,9204,3823.15,2024-11-02 17:01:15,Shortland,1eff3714-4c57-40d7-b404-fe0336674cc5,1,e808ce6b-f507-44a0-ada2-6f6b07174b52,8.47.200.187,17,2024-11-02 17:00:00,0,2024-11,0,0,3793.626,0,5
ed7b0c1b-df79-4edc-a4f6-cbd7aff7bd63,9476,2997.11,2024-11-02 19:19:15,East Laurenside,75f7f7e4-8c2c-4514-9c0f-2f50ffbc84db,1,775dfadb-f4a9-4ae8-b4e5-0a69b49feb5b,73.242.33.140,19,2024-11-02 19:00:00,0,2024-11,0,0,2345.8633333333332,0,5
7456cb1b-fab7-40eb-8fe5-e06b9d691199,4320,1791.42,2024-11-02 20:41:00,Mariahview,eb44e044-f80b-44c3-86d4-d42112992628,1,00a9cba6-2af9-4900-bb13-4a12c4ad4774,124.59.214.216,20,2024-11-02 20:00:00,0,2024-11,0,0,1613.9125000000001,0,5
7c8f3f50-0388-45cd-a33d-9ebce9b6cada,6096,3252.37,2024-11-02 20:58:13,Lake Robert,d1684d61-9be2-4bfb-a8d0-9fda2dd8f6f5,1,cdf51f44-7a34-4117-ba37-ea492f716a83,3.45.83.84,20,2024-11-02 20:00:00,0,2024-11,0,0,2415.6459999999997,0,5
b6fa13bf-d90c-49a9-bd20-e955f3d8c102,4838,4224.31,2024-11-02 22:10:21,West Matthewborough,02863d1e-1b36-4f5d-b0cd-a35dc1cab028,1,22e53673-d2c4-47d4-a91e-30b0483b14e4,15.98.238.64,22,2024-11-02 22:00:00,0,2024-11,0,0,4445.3,0,5
5fdcbcbf-427c-4c1f-8cce-6708275bb3b8,8709,1162.76,2024-11-02 22:39:02,Lake Christinaside,f758a8e5-93b2-450a-82e7-b389df9ae90e,1,a924a04f-bd7c-4d61-a798-c05ca9b48e5d,93.239.213.92,22,2024-11-02 22:00:00,0,2024-11,0,0,2385.6716666666666,0,5
fb9d5a36-c3a5-49b1-8eb5-ae38099b11c7,6054,4252.21,2024-11-03 00:15:49,New Cameronport,87b7146b-4245-41b7-af9b-a56118daf84b,1,23420424-c3cb-404e-a0c1-0a6855fddf3a,66.233.116.95,0,2024-11-03 00:00:00,0,2024-11,0,0,2854.62375,0,5
12226c62-9134-4167-94f7-4897e38bc9db,3212,1631.42,2024-11-03 09:06:01,Jenniferfurt,f4f35129-9ee2-4120-b3cf-53d5154a1ddd,1,43b756cc-cb53-44fc-84de-07a8af2d2e64,190.125.221.2,9,2024-11-03 09:00:00,0,2024-11,0,0,2069.74,0,5
d836443f-596c-4b61-8451-0a29004ab01c,5155,1846.23,2024-11-03 09:31:02,New Sarahland,573ecd03-e41c-4c19-9ae6-a01185d753f2,1,8c33da3b-4db3-4c20-939f-6b9380bb7f99,194.195.176.219,9,2024-11-03 09:00:00,0,2024-11,0,0,2500.64,0,5
654d57a4-1830-4ced-a18f-d0953a517cd7,4193,2979.05,2024-11-03 09:48:13,New Christinastad,2ab72658-063a-4973-bb34-4b0adf56ff0c,1,b953ebd6-c4b5-4c05-993c-dc3effb322f1,204.176.174.207,9,2024-11-03 09:00:00,0,2024-11,0,0,3219.853333333334,0,5
c67821e6-facd-4d50-8b27-36bc40fb014e,1191,4474.67,2024-11-03 10:01:19,Port David,f5d0c328-11be-4368-b48a-489a23482f4c,1,bae982fc-3561-4c64-a99a-45909e2f74e8,54.131.202.4,10,2024-11-03 10:00:00,0,2024-11,0,0,2775.814,0,5
1f182ea0-d95e-4494-8026-8dedc580997e,9400,3392.32,2024-11-03 13:14:18,East Melissachester,cb3d0cfb-45ae-451a-a3a2-d17179512c6a,1,d8c047c8-ca5c-459e-96a9-efdaf693a59e,187.238.115.168,13,2024-11-03 13:00:00,0,2024-11,0,0,1952.2325,0,5
3bcc9881-fb9f-4fd5-8bd6-57f0e22b4c1e,2662,3314.04,2024-11-03 20:33:50,Ashleybury,ad3f48de-431c-42fa-b792-11d90d4d0444,1,254f3a1b-dfd8-4e12-8cb0-88d482074c27,126.2.54.173,20,2024-11-03 20:00:00,0,2024-11,0,0,3067.0099999999998,0,5
adf2710e-5ebc-476f-91cb-16c1e1e13784,2390,1688.45,2024-11-04 01:59:56,East Miguel,9edea2a0-cd9d-4f2c-a0c2-4a0630120528,1,92a8c160-6a3e-4172-9229-a69e0fc48baf,15.141.187.229,1,2024-11-04 01:00:00,0,2024-11,0,0,1981.684,0,5
c936b512-9408-4195-bf03-9adad9275fa1,6810,2822.85,2024-11-04 11:27:51,Youngland,9e9729e5-5dda-4d44-acf0-4fd285390fce,1,afc3d32b-0eef-4874-a4ef-1e8138734150,85.41.15.100,11,2024-11-04 11:00:00,0,2024-11,0,0,3239.605,0,5
ca286596-11fb-411a-a182-31d6ceb177d5,5099,2802.33,2024-11-04 11:30:47,Jameschester,49e6c43e-5452-4c10-a36a-0782b8ddebd5,1,bd6e9694-e151-40b9-8fa3-22ab5f7f4734,200.96.49.204,11,2024-11-04 11:00:00,0,2024-11,0,0,2802.33,0,5
8b86f8fa-2cc8-42b2-95eb-c77ea4031ade,1839,2745.16,2024-11-04 11:42:30,Walterborough,51fb7549-b913-43ae-b0d4-6759e5571d10,1,cb3d5701-d9b3-4c99-afa5-90b098494d86,182.106.198.229,11,2024-11-04 11:00:00,0,2024-11,0,0,3870.745,0,5
137bfbb0-9f74-4cf1-85ff-2cb7b917390a,5134,4056.11,2024-11-04 17:45:36,Joseville,e031b4f9-6faf-455b-baf8-60e403260cce,1,0d36a8bd-3275-4aff-9375-ba1a5f269b42,221.250.69.3,17,2024-11-04 17:00:00,0,2024-11,0,0,1655.8366666666668,0,5
b22e3878-15f7-408d-ae02-f8e47c93d7e8,3850,1822.41,2024-11-04 19:18:32,Cervantestown,cfe1064f-0b31-4779-a4a2-79d6c059389e,1,ab7412d3-f53c-417e-b048-65f0b189faf9,161.28.199.139,19,2024-11-04 19:00:00,0,2024-11,0,0,1555.8433333333335,0,5
b66e4cc5-d1fb-48de-be67-fe48730ecd78,1169,1586.04,2024-11-04 20:19:23,East Ashleyview,f3e8f6de-feed-4122-ad24-a41ff9639387,1,dd2ca643-9ab3-45e3-9641-dea5d000b492,13.61.101.197,20,2024-11-04 20:00:00,0,2024-11,0,0,3016.1,0,5
92dc798c-8968-42e8-a0f9-44368f15d7ad,8800,1209.45,2024-11-05 00:11:18,Castilloberg,434d72bf-e082-4410-9fee-81832dee6914,1,7c274cc7-84e1-4ddf-968f-aba1bc24d82b,63.24.194.90,0,2024-11-05 00:00:00,0,2024-11,0,0,1498.2571428571428,0,5
b32b3344-1bea-44eb-987f-18060e946d93,2448,1999.1,2024-11-05 00:51:38,Gomeztown,9d5d2da1-32ad-4ca7-9e5a-a1f41a8b3c6e,1,95c55f09-c960-4959-81f1-2c7d4931d892,199.82.120.171,0,2024-11-05 00:00:00,0,2024-11,0,0,2426.0642857142857,0,5
ceb55e60-1bb1-4717-b66d-655e0cd68b45,4775,2821.54,2024-11-05 00:56:26,Haynesmouth,c636cb7f-77d7-4d7d-8c01-e21e20339df7,1,8018688a-aaa4-44bd-bc49-017ed258d544,120.2.120.71,0,2024-11-05 00:00:00,0,2024-11,0,0,2612.106666666667,0,5
6c58f8d5-5c88-4acc-a2c4-dfc767ae9d74,1202,3931.48,2024-11-05 06:35:30,South Laurie,41e13a9e-2cfd-446c-ad4b-ade9ba65f0fd,1,d5cd5d55-f502-4ed5-95cc-9cd664f81ee8,124.103.66.203,6,2024-11-05 06:00:00,0,2024-11,0,0,2385.838,0,5
d65ba5d3-f3a0-469f-b317-ac47ab63790f,5145,4820.91,2024-11-05 12:41:08,Reesefurt,75ee74e3-edeb-4a17-823a-627ac476ca3d,1,4b7fca08-3474-4cf2-b1a7-fccf809f7f63,38.238.47.100,12,2024-11-05 12:00:00,0,2024-11,0,0,2808.766,0,5
699b3444-c346-4e90-95e1-e7492b46bb4d,4298,3482.86,2024-11-05 15:44:46,Lake Brooke,e3d22702-6954-4485-a9a1-d0f4aaa1f37a,1,34c603d2-3572-4422-b1fe-94631257bf9a,29.132.62.61,15,2024-11-05 15:00:00,0,2024-11,0,0,2329.42,0,5
ac645415-1fa7-48fb-85be-a595ae61ab31,9067,4147.81,2024-11-05 15:53:43,North Ana,14679706-6538-490b-a5da-538477f58767,1,6c93ec92-ed36-48a6-97f8-e7f568347e25,101.181.182.54,15,2024-11-05 15:00:00,0,2024-11,0,0,2551.64,0,5
c76ab9ce-048f-40a5-8749-afdac9f3e57f,8525,1997.81,2024-11-05 17:49:00,Dakotaborough,80071393-47ba-47a1-87cb-b16d29407095,1,066345d6-74ca-43ac-a3d8-0e10c3f6230e,65.247.168.84,17,2024-11-05 17:00:00,0,2024-11,0,0,1726.2379999999998,0,5
ca32514d-a1dc-42c8-84d2-645584df14ef,1893,2340.27,2024-11-05 17:51:06,Jamesport,9f16bdad-0e3d-468c-afa8-6e404a30fba4,1,ace1628f-7a9b-419b-b18d-d3f903c0c5cd,40.94.4.48,17,2024-11-05 17:00:00,0,2024-11,0,0,2238.1633333333334,0,5
434c8635-4963-4e72-ad24-e040713cb8a2,8126,2095.35,2024-11-05 17:57:12,Crystalton,44e12104-85f0-4759-912f-0e123d6d0e1d,1,78c6b933-6a1b-49f2-80fc-b5dde3912ea5,1.8.83.199,17,2024-11-05 17:00:00,0,2024-11,0,0,3360.6733333333336,0,5
7292d2a1-5904-41a7-8cd9-3cb852e1a67d,3353,1779.95,2024-11-05 20:11:18,South Kyleborough,2f42ff25-d10d-458f-af67-24034852f106,1,2a6a6358-8c9c-40fe-95c0-8c98ba1b07ef,139.40.181.155,20,2024-11-05 20:00:00,0,2024-11,0,0,2922.632,0,5
e9e71b78-0ac0-45ea-993d-f65cefec2119,8437,4512.52,2024-11-05 21:15:33,East Dennis,844e9a7e-f952-4b96-b663-da0aeef5a856,1,2d9de0a3-eb79-4d2d-bacd-6af78e20cfda,110.11.138.108,21,2024-11-05 21:00:00,0,2024-11,0,0,3330.8525,0,5
4f835bfb-8e8a-443e-ba45-d160fd2fa823,3840,4960.36,2024-11-05 22:51:42,Strongport,00e81916-21a6-4ef1-98c6-a6f1562e9dd6,1,cd8ddd85-5602-4bd5-9781-b0c5c5e44c78,126.12.46.223,22,2024-11-05 22:00:00,0,2024-11,0,0,2560.764,0,5
e217fb1a-e25b-44e6-a9d8-6e318a135dfe,8417,2205.32,2024-11-06 02:01:29,New Melissamouth,b779b815-065a-46f8-a4ad-c5e867b95540,1,fb4c191b-195a-4567-a786-dd515d88658f,136.245.195.78,2,2024-11-06 02:00:00,0,2024-11,0,0,2253.72,0,7
294dc822-00f0-435a-8b39-779b3fb3ec2c,2045,1402.02,2024-11-06 03:10:45,West Krista,43e2b3c8-0211-4909-abf2-6904422d5c63,1,8f86af0b-153b-46be-a05c-99899d752ae1,32.161.81.246,3,2024-11-06 03:00:00,0,2024-11,0,0,2317.602,0,7
6375fc34-a9a6-44f7-be6f-fd9ecc713eb1,7147,1646.83,2024-11-06 14:29:26,South Brianfort,750da289-d8b4-4c39-bf74-550fcc812170,1,a6600ea7-03cd-452f-b966-e8d43764d437,35.209.220.130,14,2024-11-06 14:00:00,0,2024-11,0,0,2763.33,0,5
b251c6c5-063f-432c-91eb-01e8ebcb00f4,5496,4717.46,2024-11-06 14:30:07,Jenkinsshire,3a3c8127-0bf4-4ee9-a7b9-2df10c510cb7,1,33dafe86-c78f-476e-b9c3-c6cd18422460,202.118.20.64,14,2024-11-06 14:00:00,0,2024-11,0,0,4081.55,0,5
da4ac72d-c8b0-4769-9338-42ebb4adfcf3,2816,3374.85,2024-11-06 17:48:52,Timothyshire,feb381a4-a64b-47a0-b4dd-e24c99b39e02,1,fcc2a43b-4d08-48fe-9790-64295712cc97,139.242.2.112,17,2024-11-06 17:00:00,0,2024-11,0,0,2798.954,0,5
b68882c9-cd83-4873-9631-a2349fdee89e,8353,1097.23,2024-11-06 19:43:35,Taylorland,b034fc2e-55ed-48af-81b8-ac876eac4728,1,d9467d5c-9927-4db0-8bcd-5cfbe3f81f05,178.10.199.138,19,2024-11-06 19:00:00,0,2024-11,0,0,1747.542857142857,0,5
6dad3989-63ce-429c-9e95-3d93b5a9ff5b,6414,2821.79,2024-11-06 20:12:32,South Teresa,c36c9bf4-88ae-4d17-b0b3-8d43a8450c72,1,79563e3e-2f39-4430-a69a-ab86bfa0b91e,74.240.230.157,20,2024-11-06 20:00:00,0,2024-11,0,0,1350.395,0,5
b3d35ea9-8a74-405c-84a2-fbf640538f46,6083,4551.25,2024-11-06 21:34:04,Lake Ray,db647ff3-6411-44c6-b3d4-27da64c7fcfc,1,4af8eea3-9db1-4e0b-aa90-c207bcc174d8,54.180.50.136,21,2024-11-06 21:00:00,0,2024-11,0,0,4714.925,0,5
97bca03e-f60a-44ca-b83f-cc20d7eff29a,6453,4602.41,2024-11-07 00:05:33,Smithchester,0c51a9f4-80d0-4ef6-8e2f-1c9817bd4334,1,eda5ad6b-67f6-4742-b092-1115b75beb98,65.130.72.249,0,2024-11-07 00:00:00,0,2024-11,0,0,4208.44,0,5
8ca4f305-8196-4add-9481-c1d66140739d,4248,2812.16,2024-11-07 00:55:53,Mistyfurt,048e2997-3b43-4ea0-a107-4bd5c25065f6,1,11e44e36-8a81-415d-8538-a2e0f351bd78,12.120.165.84,0,2024-11-07 00:00:00,0,2024-11,0,0,2174.14125,0,5
6dcf36bc-142c-44ae-ad91-77ca0fc77c5c,7201,4644.59,2024-11-07 02:53:43,Port Luisburgh,27866aaa-5475-4688-a949-1b5f2c070883,1,75e7bdad-2907-425c-80d0-c551495f04b8,117.16.151.209,2,2024-11-07 02:00:00,0,2024-11,0,0,3073.53,0,7
c9b131c4-4a84-4bc2-ac0a-b1d4a08250a2,3316,4457.88,2024-11-07 03:23:26,Hillmouth,c26b3d48-eb8e-4460-935f-f676b7986fc4,1,d5d65302-3424-441e-8485-cedeec9cb64d,86.43.99.214,3,2024-11-07 03:00:00,0,2024-11,0,0,4232.28,0,7
32c9c8e8-5323-433f-9a62-970272e9ee5b,2582,1898.06,2024-11-07 08:53:18,Millerborough,f4673eea-073a-4a26-98f8-6f00ac1899a4,1,fc6c9a33-a179-45fc-b666-db6415949cab,132.133.62.204,8,2024-11-07 08:00:00,0,2024-11,0,0,2348.54,0,5
43d68147-c284-494d-9391-970059bbbb4b,3046,1138.95,2024-11-07 10:37:00,Alexville,8bacdc11-174f-47b9-bf4c-e497ea04b31f,1,cc5e3cde-b763-4c91-b340-6bcb228e2e0d,122.50.109.16,10,2024-11-07 10:00:00,0,2024-11,0,0,3036.12375,0,5
92e3d834-b704-4f35-8727-59ae36ee286c,5303,2229.16,2024-11-07 11:46:14,Alyssaport,a9843d33-eacd-4608-b201-8823622c5c77,1,4a621409-b953-4997-bbe7-24d570997d78,96.248.125.74,11,2024-11-07 11:00:00,0,2024-11,0,0,2438.903333333333,0,5
d783a25e-3ceb-4330-b0a7-5e1d636b16c5,3474,4562.29,2024-11-07 15:52:10,Gomezland,687b2509-c845-4d3e-b004-829dd4883e9f,1,1f863377-ce9f-4e40-844c-14bfcab71f69,43.213.100.173,15,2024-11-07 15:00:00,0,2024-11,0,0,3002.4275,0,5
ebbfa75b-39b7-4a76-b094-d270307b72c1,6758,3710.06,2024-11-08 00:13:40,Delgadotown,cf1dbebc-b4d8-4900-b535-b6f61ed8fbcd,1,858221e1-60a9-4415-b7cb-c974bcc04d6f,108.89.147.165,0,2024-11-08 00:00:00,0,2024-11,0,0,2280.3714285714286,0,5
2cf82492-58aa-4c72-b8b5-2f440acba242,7050,3801.53,2024-11-08 03:06:10,Smithland,94c405aa-35b8-4b42-92c1-2d44ab47cc54,1,508a3b63-745d-4e69-9b4f-078a51b863d8,113.48.94.91,3,2024-11-08 03:00:00,0,2024-11,0,0,2542.9900000000002,0,7
68a8ff01-4fc9-4ae9-98c0-5f210d62fd41,7629,638.07,2024-11-08 03:29:28,New Austinbury,17e35508-6e5d-4c92-ae43-42992f16e359,1,6d3dc649-1ce4-4409-b77d-2703ab2b7752,220.203.8.48,3,2024-11-08 03:00:00,0,2024-11,0,0,1098.298,0,5
fc7bec07-3379-4a84-8e22-57d0a962b084,3983,3404.78,2024-11-08 03:46:03,Buchananside,5a9d3e62-d1f5-4d87-9630-3ef06939984d,1,132268a6-3f46-4b33-b285-353f767fc7ce,137.12.118.163,3,2024-11-08 03:00:00,0,2024-11,0,0,1512.7875000000001,0,7
61a04ac5-0d5e-4b5f-b93b-442d57c2abfc,2982,2127.17,2024-11-08 03:59:51,Mcclainmouth,7a35e8ed-c6ea-4083-8228-4739fe7caae0,1,a3e3329a-fa74-46b6-a207-f6bd811416ee,193.169.113.212,3,2024-11-08 03:00:00,0,2024-11,0,0,1735.6920000000002,0,7
63540809-2f54-438b-b09b-00fc012e2955,2277,3817.31,2024-11-08 05:51:55,Whiteland,e45021f8-e7cd-4452-843a-3baaa9cf1d58,1,189166ce-d87f-4b8f-8678-863e2de4e119,27.252.104.13,5,2024-11-08 05:00:00,0,2024-11,0,0,3748.2325,0,5
fc5f2615-cc47-48cc-8809-1bbfc04323db,5734,2232.82,2024-11-08 07:26:22,North Annestad,f92c5d8b-bbdf-41b4-a4b9-072512d2c960,1,e103f54c-e7c7-47ba-939a-3aeb8aba63b2,212.213.158.249,7,2024-11-08 07:00:00,0,2024-11,0,0,2976.3333333333335,0,5
ce985447-be48-4d20-94f4-1985db456e37,3986,1978.35,2024-11-08 07:55:33,Davidport,f9c877df-f1b2-4bd7-bf91-9019dd74dd20,1,7da63af6-3eac-446c-a625-e0fb62f29eea,178.15.84.81,7,2024-11-08 07:00:00,0,2024-11,0,0,2673.2933333333335,0,5
d95b3725-0b7f-4eaf-b9d9-0ed3215e1109,2388,1803.99,2024-11-08 10:13:12,Daniellemouth,735f6e97-4537-41c5-8a77-bdc6b548cbb9,1,4eda66ce-f941-498a-8205-d84ecf91715d,171.25.58.86,10,2024-11-08 10:00:00,0,2024-11,0,0,2621.5066666666667,0,5
38ac791a-21c1-40f9-9f08-c3adfc24f415,2325,4405.42,2024-11-08 18:22:02,Port Robert,3f5598fe-5dbc-493c-a659-492849bad3e1,1,8f071fef-e6f8-4589-8088-5e0ac665a447,190.211.17.88,18,2024-11-08 18:00:00,0,2024-11,0,0,2202.4625,0,5
dfad82e7-d803-49a1-8bb6-8351e7ae29fb,2632,4143.6,2024-11-08 21:29:20,North Janice,dbf93680-9abf-4644-8fe3-77d6e0b132ad,1,6f6688ec-01a3-4ebb-8ef6-07c30e4894ee,47.87.41.16,21,2024-11-08 21:00:00,0,2024-11,0,0,3193.5800000000004,0,5
c9da7270-81ad-4ac2-a4d4-2e52b9dfcb4c,6158,2309.79,2024-11-09 00:47:46,West Mark,cf0d9f9f-be6e-44f1-ad7e-8fcae53ba649,1,3d52859d-3941-402d-86b5-00742b81d5fa,137.130.165.67,0,2024-11-09 00:00:00,0,2024-11,0,0,2388.578,0,5
1f6eb4c3-3939-4bfb-a4f8-75e3077e97b2,6220,3120.34,2024-11-09 05:32:02,Edwardton,22dc08a8-e8b8-463d-bb80-920e2cb2e501,1,6c42f826-b6a5-4875-bfe1-61700c33702f,1.9.52.23,5,2024-11-09 05:00:00,0,2024-11,0,0,2800.8233333333337,0,5
26baecfd-b8be-4058-a329-640eef2bf9f5,2778,1533.58,2024-11-09 06:21:39,South Savannahmouth,83626d48-3bcc-4244-9ac7-a96ff2e62b7a,1,3c34404a-27c7-4f6f-a7a5-53488c57c8df,222.225.52.2,6,2024-11-09 06:00:00,0,2024-11,0,0,1181.5349999999999,0,5
